Ratio O/F   ,  pc psi , Nozzle inl , Nozzle exi , rho kg/m^3,Tc K,M,gamma,k,c* m/s,Is opt s,Is vac s,Cf opt,Cf vac,c factor
2.4,560,9,4.73,0,2235.697,22.7666,1.3061,1.1156,1432.7729,212.5871,233.5747,1.4551,1.5987,1
2.4,561,9,4.73,0,2235.8123,22.767,1.3061,1.1156,1432.8073,212.5889,233.5763,1.455,1.5987,1
2.4,562,9,4.73,0,2235.9276,22.7674,1.3061,1.1156,1432.8416,212.5906,233.5779,1.455,1.5987,1
2.4,563,9,4.73,0,2236.043,22.7678,1.3061,1.1156,1432.8759,212.5923,233.5795,1.455,1.5986,1
2.4,564,9,4.73,0,2236.1584,22.7682,1.3061,1.1156,1432.91,212.5941,233.5811,1.455,1.5986,1
2.4,565,9,4.73,0,2236.2736,22.7686,1.3061,1.1157,1432.944,212.5958,233.5826,1.4549,1.5986,1
2.4,566,9,4.73,0,2236.3886,22.769,1.3061,1.1157,1432.9779,212.5975,233.5842,1.4549,1.5985,1
2.4,567,9,4.73,0,2236.5037,22.7695,1.3061,1.1157,1433.0118,212.5992,233.5858,1.4549,1.5985,1
2.4,568,9,4.73,0,2236.619,22.7699,1.3061,1.1157,1433.0455,212.6009,233.5874,1.4549,1.5985,1
2.4,569,9,4.73,0,2236.734,22.7703,1.3061,1.1157,1433.0791,212.6026,233.5889,1.4549,1.5985,1
2.4,570,9,4.73,0,2236.8487,22.7707,1.3061,1.1157,1433.1126,212.6043,233.5905,1.4548,1.5984,1
2.4,571,9,4.73,0,2236.9637,22.7711,1.3061,1.1157,1433.146,212.606,233.592,1.4548,1.5984,1
2.4,572,9,4.73,0,2237.0785,22.7715,1.3061,1.1157,1433.1793,212.6077,233.5936,1.4548,1.5984,1
2.4,573,9,4.73,0,2237.1935,22.7719,1.3061,1.1157,1433.2125,212.6094,233.5952,1.4548,1.5984,1
2.4,574,9,4.73,0,2237.3083,22.7723,1.3061,1.1157,1433.2456,212.611,233.5967,1.4547,1.5983,1
2.4,575,9,4.73,0,2237.4228,22.7727,1.3061,1.1157,1433.2786,212.6127,233.5982,1.4547,1.5983,1
2.4,576,9,4.73,0,2237.5375,22.7732,1.3061,1.1157,1433.3116,212.6144,233.5998,1.4547,1.5983,1
2.4,577,9,4.73,0,2237.6521,22.7736,1.3061,1.1157,1433.3444,212.6161,233.6013,1.4547,1.5983,1
2.4,578,9,4.73,0,2237.7669,22.774,1.3061,1.1157,1433.3771,212.6177,233.6029,1.4547,1.5982,1
2.4,579,9,4.73,0,2237.8814,22.7744,1.3061,1.1158,1433.4097,212.6194,233.6044,1.4546,1.5982,1
2.4,580,9,4.73,0,2237.9959,22.7748,1.3061,1.1158,1433.4422,212.621,233.6059,1.4546,1.5982,1
2.4,581,9,4.73,0,2238.1101,22.7752,1.3061,1.1158,1433.4746,212.6227,233.6074,1.4546,1.5981,1
2.4,582,9,4.73,0,2238.2245,22.7756,1.3061,1.1158,1433.507,212.6243,233.609,1.4546,1.5981,1
2.4,583,9,4.73,0,2238.3389,22.776,1.3061,1.1158,1433.5392,212.6259,233.6105,1.4545,1.5981,1
2.4,584,9,4.73,0,2238.4534,22.7765,1.3061,1.1158,1433.5713,212.6276,233.612,1.4545,1.5981,1
2.4,585,9,4.73,0,2238.5676,22.7769,1.3061,1.1158,1433.6033,212.6292,233.6135,1.4545,1.598,1
2.4,586,9,4.73,0,2238.6818,22.7773,1.3061,1.1158,1433.6353,212.6308,233.615,1.4545,1.598,1
2.4,587,9,4.73,0,2238.7959,22.7777,1.3061,1.1158,1433.6672,212.6324,233.6165,1.4545,1.598,1
2.4,588,9,4.73,0,2238.91,22.7781,1.3061,1.1158,1433.6989,212.6341,233.618,1.4544,1.598,1
2.4,589,9,4.73,0,2239.0241,22.7785,1.3061,1.1158,1433.7306,212.6357,233.6195,1.4544,1.5979,1
2.4,590,9,4.73,0,2239.1383,22.7789,1.3061,1.1158,1433.7621,212.6373,233.621,1.4544,1.5979,1
2.4,591,9,4.73,0,2239.2523,22.7793,1.3062,1.1158,1433.7936,212.6389,233.6225,1.4544,1.5979,1
2.4,592,9,4.73,0,2239.3663,22.7797,1.3062,1.1158,1433.825,212.6405,233.624,1.4544,1.5979,1
2.4,593,9,4.73,0,2239.4801,22.7801,1.3062,1.1159,1433.8564,212.6421,233.6255,1.4543,1.5978,1
2.4,594,9,4.73,0,2239.594,22.7806,1.3062,1.1159,1433.8876,212.6436,233.627,1.4543,1.5978,1
2.4,595,9,4.73,0,2239.7079,22.781,1.3062,1.1159,1433.9187,212.6452,233.6284,1.4543,1.5978,1
2.4,596,9,4.73,0,2239.8217,22.7814,1.3062,1.1159,1433.9497,212.6468,233.6299,1.4543,1.5978,1
2.4,597,9,4.73,0,2239.9356,22.7818,1.3062,1.1159,1433.9806,212.6484,233.6314,1.4543,1.5977,1
2.4,598,9,4.73,0,2240.0494,22.7822,1.3062,1.1159,1434.0115,212.65,233.6329,1.4542,1.5977,1
2.4,599,9,4.73,0,2240.1631,22.7826,1.3062,1.1159,1434.0422,212.6515,233.6343,1.4542,1.5977,1
2.4,600,9,4.73,0,2240.2766,22.783,1.3062,1.1159,1434.073,212.6531,233.6358,1.4542,1.5977,1
2.4,601,9,4.73,0,2240.3902,22.7834,1.3062,1.1159,1434.1036,212.6546,233.6372,1.4542,1.5977,1
2.4,602,9,4.73,0,2240.5039,22.7838,1.3062,1.1159,1434.1341,212.6562,233.6387,1.4541,1.5976,1
2.4,603,9,4.73,0,2240.6174,22.7843,1.3062,1.1159,1434.1645,212.6577,233.6401,1.4541,1.5976,1
2.4,604,9,4.73,0,2240.7311,22.7847,1.3062,1.1159,1434.1948,212.6593,233.6416,1.4541,1.5976,1
2.4,605,9,4.73,0,2240.8446,22.7851,1.3062,1.1159,1434.225,212.6608,233.643,1.4541,1.5976,1
2.4,606,9,4.73,0,2240.9581,22.7855,1.3062,1.116,1434.2552,212.6624,233.6445,1.4541,1.5975,1
2.4,607,9,4.73,0,2241.0715,22.7859,1.3062,1.116,1434.2853,212.6639,233.6459,1.454,1.5975,1
2.4,608,9,4.73,0,2241.1848,22.7863,1.3062,1.116,1434.3153,212.6654,233.6474,1.454,1.5975,1
2.4,609,9,4.73,0,2241.2981,22.7867,1.3062,1.116,1434.3452,212.667,233.6488,1.454,1.5975,1
2.4,610,9,4.73,0,2241.4115,22.7871,1.3062,1.116,1434.3751,212.6685,233.6502,1.454,1.5974,1
2.4,611,9,4.73,0,2241.5248,22.7875,1.3062,1.116,1434.4048,212.67,233.6517,1.454,1.5974,1
2.4,612,9,4.73,0,2241.6382,22.788,1.3062,1.116,1434.4344,212.6715,233.6531,1.4539,1.5974,1
2.4,613,9,4.73,0,2241.7515,22.7884,1.3062,1.116,1432.2999,212.6287,233.6233,1.4558,1.5996,1
2.4,614,9,4.73,0,2241.8647,22.7888,1.3062,1.116,1432.2494,212.6286,233.6236,1.4559,1.5996,1
2.4,615,9,4.73,0,2241.9779,22.7892,1.3062,1.116,1432.199,212.6284,233.6238,1.4559,1.5997,1
2.4,616,9,4.73,0,2242.091,22.7896,1.3062,1.116,1432.1487,212.6283,233.6241,1.456,1.5997,1
2.4,617,9,4.73,0,2242.204,22.79,1.3062,1.116,1432.0986,212.6281,233.6243,1.456,1.5998,1
2.4,618,9,4.73,0,2242.3171,22.7904,1.3062,1.116,1432.0485,212.628,233.6246,1.4561,1.5999,1
2.4,619,9,4.73,0,2242.4302,22.7908,1.3062,1.1161,1431.9986,212.6278,233.6248,1.4561,1.5999,1
2.4,620,9,4.73,0,2242.5433,22.7913,1.3062,1.1161,1431.9487,212.6277,233.6251,1.4562,1.6,1
2.4,621,9,4.73,0,2242.6563,22.7917,1.3062,1.1161,1431.8989,212.6275,233.6254,1.4562,1.6,1
2.4,622,9,4.73,0,2242.7695,22.7921,1.3062,1.1161,1431.8493,212.6274,233.6256,1.4563,1.6001,1
2.4,623,9,4.73,0,2242.8824,22.7925,1.3062,1.1161,1431.7998,212.6272,233.6259,1.4563,1.6001,1
2.4,624,9,4.73,0,2242.9954,22.7929,1.3062,1.1161,1431.7504,212.6271,233.6261,1.4564,1.6002,1
2.4,625,9,4.73,0,2243.1083,22.7933,1.3062,1.1161,1431.7011,212.6269,233.6264,1.4564,1.6003,1
2.4,626,9,4.73,0,2243.221,22.7937,1.3062,1.1161,1431.652,212.6268,233.6266,1.4565,1.6003,1
2.4,627,9,4.73,0,2243.3339,22.7941,1.3062,1.1161,1431.6029,212.6266,233.6268,1.4565,1.6004,1
2.4,628,9,4.73,0,2243.4468,22.7945,1.3062,1.1161,1431.5539,212.6265,233.6271,1.4566,1.6004,1
2.4,629,9,4.73,0,2243.5596,22.795,1.3062,1.1161,1431.505,212.6263,233.6273,1.4566,1.6005,1
2.4,630,9,4.73,0,2243.6724,22.7954,1.3062,1.1161,1431.4562,212.6262,233.6276,1.4567,1.6005,1
2.4,631,9,4.73,0,2243.7852,22.7958,1.3062,1.1161,1431.4076,212.626,233.6278,1.4567,1.6006,1
2.4,632,9,4.73,0,2243.8981,22.7962,1.3062,1.1162,1431.359,212.6259,233.6281,1.4568,1.6007,1
2.4,633,9,4.73,0,2244.0109,22.7966,1.3062,1.1162,1431.3106,212.6257,233.6283,1.4568,1.6007,1
2.4,634,9,4.73,0,2244.1236,22.797,1.3062,1.1162,1431.2622,212.6256,233.6286,1.4569,1.6008,1
2.4,635,9,4.73,0,2244.2363,22.7974,1.3062,1.1162,1431.2141,212.6254,233.6288,1.4569,1.6008,1
2.4,636,9,4.73,0,2244.349,22.7978,1.3062,1.1162,1431.1659,212.6253,233.6291,1.457,1.6009,1
2.4,637,9,4.73,0,2244.4615,22.7982,1.3062,1.1162,1431.1179,212.6251,233.6293,1.457,1.6009,1
2.4,638,9,4.73,0,2244.5741,22.7987,1.3062,1.1162,1431.07,212.625,233.6296,1.457,1.601,1
2.4,639,9,4.73,0,2244.6868,22.7991,1.3062,1.1162,1431.0222,212.6248,233.6298,1.4571,1.601,1
2.4,640,9,4.73,0,2244.7994,22.7995,1.3062,1.1162,1430.9745,212.6247,233.6301,1.4571,1.6011,1
2.4,641,9,4.73,0,2244.912,22.7999,1.3062,1.1162,1430.9268,212.6245,233.6303,1.4572,1.6012,1
2.4,642,9,4.73,0,2245.0246,22.8003,1.3062,1.1162,1430.8793,212.6244,233.6306,1.4572,1.6012,1
2.4,643,9,4.73,0,2245.1372,22.8007,1.3062,1.1162,1430.8319,212.6242,233.6308,1.4573,1.6013,1
2.4,644,9,4.73,0,2245.2498,22.8011,1.3062,1.1163,1430.7847,212.6241,233.6311,1.4573,1.6013,1
2.4,645,9,4.73,0,2245.3623,22.8015,1.3062,1.1163,1430.7375,212.6239,233.6313,1.4574,1.6014,1
2.4,646,9,4.73,0,2245.4748,22.802,1.3062,1.1163,1430.6904,212.6238,233.6316,1.4574,1.6014,1
2.4,647,9,4.73,0,2245.5873,22.8024,1.3063,1.1163,1430.6435,212.6237,233.6318,1.4575,1.6015,1
2.4,648,9,4.73,0,2245.6998,22.8028,1.3063,1.1163,1430.5966,212.6235,233.632,1.4575,1.6015,1
2.4,649,9,4.73,0,2245.8121,22.8032,1.3063,1.1163,1430.5498,212.6234,233.6323,1.4576,1.6016,1
2.4,650,9,4.73,0,2245.9246,22.8036,1.3063,1.1163,1430.5031,212.6232,233.6325,1.4576,1.6016,1
2.4,651,9,4.73,0,2246.037,22.804,1.3063,1.1163,1430.4566,212.6231,233.6328,1.4577,1.6017,1
2.4,652,9,4.73,0,2246.1495,22.8044,1.3063,1.1163,1430.4101,212.6229,233.633,1.4577,1.6017,1
2.4,653,9,4.73,0,2246.2619,22.8049,1.3063,1.1163,1430.3637,212.6228,233.6333,1.4578,1.6018,1
2.4,654,9,4.73,0,2246.3743,22.8053,1.3063,1.1163,1430.3174,212.6226,233.6335,1.4578,1.6019,1
2.4,655,9,4.73,0,2246.4867,22.8057,1.3063,1.1163,1430.2712,212.6225,233.6338,1.4578,1.6019,1
2.4,656,9,4.73,0,2246.5992,22.8061,1.3063,1.1164,1430.2252,212.6223,233.634,1.4579,1.602,1
2.4,657,9,4.73,0,2246.7116,22.8065,1.3063,1.1164,1430.1792,212.6222,233.6342,1.4579,1.602,1
2.4,658,9,4.73,0,2246.8239,22.8069,1.3063,1.1164,1430.1333,212.622,233.6345,1.458,1.6021,1
2.4,659,9,4.73,0,2246.9363,22.8073,1.3063,1.1164,1430.0876,212.6219,233.6347,1.458,1.6021,1
2.4,660,9,4.73,0,2247.0486,22.8077,1.3063,1.1164,1430.042,212.6217,233.635,1.4581,1.6022,1
2.4,661,9,4.73,0,2247.161,22.8082,1.3063,1.1164,1429.9964,212.6216,233.6352,1.4581,1.6022,1
2.4,662,9,4.73,0,2247.2732,22.8086,1.3063,1.1164,1429.9509,212.6214,233.6355,1.4582,1.6023,1
2.4,663,9,4.73,0,2247.3855,22.809,1.3063,1.1164,1429.9056,212.6213,233.6357,1.4582,1.6023,1
2.4,664,9,4.73,0,2247.4978,22.8094,1.3063,1.1164,1429.8603,212.6211,233.6359,1.4583,1.6024,1
2.4,665,9,4.73,0,2247.6101,22.8098,1.3063,1.1164,1429.8151,212.621,233.6362,1.4583,1.6024,1
2.4,666,9,4.73,0,2247.7224,22.8102,1.3063,1.1164,1429.77,212.6208,233.6364,1.4583,1.6025,1
2.4,667,9,4.73,0,2247.8347,22.8106,1.3063,1.1165,1429.725,212.6207,233.6367,1.4584,1.6025,1
2.4,668,9,4.73,0,2247.947,22.8111,1.3063,1.1165,1429.6802,212.6206,233.6369,1.4584,1.6026,1
2.4,669,9,4.73,0,2248.0593,22.8115,1.3063,1.1165,1429.6354,212.6204,233.6372,1.4585,1.6026,1
2.4,670,9,4.73,0,2248.1717,22.8119,1.3063,1.1165,1429.5908,212.6203,233.6374,1.4585,1.6027,1
2.4,671,9,4.73,0,2248.2839,22.8123,1.3063,1.1165,1429.5462,212.6201,233.6376,1.4586,1.6027,1
2.4,672,9,4.73,0,2248.3961,22.8127,1.3063,1.1165,1429.5016,212.62,233.6379,1.4586,1.6028,1
2.4,673,9,4.73,0,2248.5084,22.8131,1.3063,1.1165,1429.4573,212.6198,233.6381,1.4587,1.6029,1
2.4,674,9,4.73,0,2248.6207,22.8135,1.3063,1.1165,1429.413,212.6197,233.6384,1.4587,1.6029,1
2.4,675,9,4.73,0,2248.7331,22.814,1.3063,1.1165,1429.3688,212.6195,233.6386,1.4587,1.603,1
2.4,676,9,4.73,0,2248.8454,22.8144,1.3063,1.1165,1429.3247,212.6194,233.6388,1.4588,1.603,1
2.4,677,9,4.73,0,2248.9576,22.8148,1.3063,1.1165,1429.2807,212.6192,233.6391,1.4588,1.6031,1
2.4,678,9,4.73,0,2249.0699,22.8152,1.3063,1.1165,1429.2368,212.6191,233.6393,1.4589,1.6031,1
2.4,679,9,4.73,0,2249.1821,22.8156,1.3063,1.1166,1429.193,212.6137,233.6359,1.4589,1.6031,1
2.4,680,9,4.73,0,2249.2944,22.816,1.3063,1.1166,1429.1493,212.6136,233.6361,1.4589,1.6032,1
2.4,681,9,4.73,0,2249.4067,22.8165,1.3063,1.1166,1429.1057,212.6134,233.6363,1.459,1.6032,1
2.4,682,9,4.73,0,2249.5188,22.8169,1.3063,1.1166,1429.0622,212.6133,233.6366,1.459,1.6033,1
2.4,683,9,4.73,0,2249.6311,22.8173,1.3063,1.1166,1429.0188,212.6131,233.6368,1.4591,1.6033,1
2.4,684,9,4.73,0,2249.7433,22.8177,1.3063,1.1166,1428.9754,212.613,233.6371,1.4591,1.6034,1
2.4,685,9,4.73,0,2249.8556,22.8181,1.3064,1.1166,1428.9322,212.6128,233.6373,1.4591,1.6034,1
2.4,686,9,4.73,0,2249.9679,22.8185,1.3064,1.1166,1428.889,212.6127,233.6375,1.4592,1.6035,1
2.4,687,9,4.73,0,2250.0802,22.8189,1.3064,1.1166,1428.846,212.6126,233.6378,1.4592,1.6035,1
2.4,688,9,4.73,0,2250.1925,22.8194,1.3064,1.1166,1428.803,212.6124,233.638,1.4593,1.6036,1
2.4,689,9,4.73,0,2250.3048,22.8198,1.3064,1.1166,1428.7602,212.6123,233.6383,1.4593,1.6036,1
2.4,690,9,4.73,0,2250.4172,22.8202,1.3064,1.1167,1428.7174,212.6121,233.6385,1.4594,1.6037,1
2.4,691,9,4.73,0,2250.5295,22.8206,1.3064,1.1167,1428.6748,212.612,233.6387,1.4594,1.6037,1
2.4,692,9,4.73,0,2250.6418,22.821,1.3064,1.1167,1428.6322,212.6119,233.639,1.4594,1.6038,1
2.4,693,9,4.73,0,2250.7541,22.8215,1.3064,1.1167,1428.5897,212.6117,233.6392,1.4595,1.6038,1
2.4,694,9,4.73,0,2250.8664,22.8219,1.3064,1.1167,1428.5474,212.6116,233.6395,1.4595,1.6039,1
2.4,695,9,4.73,0,2250.9787,22.8223,1.3064,1.1167,1428.5051,212.6114,233.6397,1.4596,1.6039,1
2.4,696,9,4.73,0,2251.091,22.8227,1.3064,1.1167,1428.4629,212.6113,233.6399,1.4596,1.604,1
2.4,697,9,4.73,0,2251.2034,22.8231,1.3064,1.1167,1428.4208,212.6112,233.6402,1.4597,1.604,1
2.4,698,9,4.73,0,2251.3156,22.8235,1.3064,1.1167,1428.3788,212.611,233.6404,1.4597,1.6041,1
2.4,699,9,4.73,0,2251.428,22.824,1.3064,1.1167,1428.3368,212.6109,233.6407,1.4597,1.6041,1
2.4,700,9,4.73,0,2251.5404,22.8244,1.3064,1.1167,1428.295,212.6107,233.6409,1.4598,1.6042,1
2.5,350,9,4.73,0,2236.9533,22.6548,1.2219,1.2208,1424.5906,212.9685,234.054,1.466,1.6112,1
2.5,351,9,4.73,0,2236.9636,22.6549,1.2219,1.2208,1424.6806,212.9722,234.0571,1.466,1.6111,1
2.5,352,9,4.73,0,2236.9739,22.6549,1.2219,1.2208,1424.7702,212.976,234.0601,1.4659,1.611,1
2.5,353,9,4.73,0,2236.9842,22.655,1.2219,1.2209,1424.8594,212.9798,234.0631,1.4658,1.6109,1
2.5,354,9,4.73,0,2236.9944,22.655,1.2219,1.2209,1424.9482,212.9835,234.0661,1.4658,1.6109,1
2.5,355,9,4.73,0,2237.0046,22.6551,1.2219,1.2209,1425.0365,212.9872,234.0691,1.4657,1.6108,1
2.5,356,9,4.73,0,2237.0147,22.6552,1.2219,1.2209,1425.1245,212.991,234.0721,1.4656,1.6107,1
2.5,357,9,4.73,0,2237.0249,22.6552,1.2219,1.2209,1425.212,212.9947,234.0751,1.4656,1.6106,1
2.5,358,9,4.73,0,2237.035,22.6553,1.222,1.2209,1425.2992,212.9983,234.078,1.4655,1.6106,1
2.5,359,9,4.73,0,2237.045,22.6553,1.222,1.2209,1425.3859,213.002,234.081,1.4655,1.6105,1
2.5,360,9,4.73,0,2237.0551,22.6554,1.222,1.2209,1425.4723,213.0057,234.0839,1.4654,1.6104,1
2.5,361,9,4.73,0,2237.0651,22.6554,1.222,1.2209,1425.5583,213.0093,234.0869,1.4653,1.6103,1
2.5,362,9,4.73,0,2237.0751,22.6555,1.222,1.2209,1425.6438,213.0129,234.0898,1.4653,1.6102,1
2.5,363,9,4.73,0,2237.085,22.6555,1.222,1.2209,1425.729,213.0165,234.0927,1.4652,1.6102,1
2.5,364,9,4.73,0,2237.095,22.6556,1.222,1.2209,1425.8138,213.0201,234.0956,1.4651,1.6101,1
2.5,365,9,4.73,0,2237.1049,22.6556,1.222,1.2209,1425.8982,213.0237,234.0985,1.4651,1.61,1
2.5,366,9,4.73,0,2237.1147,22.6557,1.222,1.2209,1425.9823,213.0273,234.1014,1.465,1.6099,1
2.5,367,9,4.73,0,2237.1246,22.6557,1.222,1.2209,1426.0659,213.0308,234.1043,1.465,1.6099,1
2.5,368,9,4.73,0,2237.1344,22.6558,1.222,1.2209,1426.1492,213.0344,234.1071,1.4649,1.6098,1
2.5,369,9,4.73,0,2237.1442,22.6559,1.222,1.2209,1426.2321,213.0379,234.11,1.4648,1.6097,1
2.5,370,9,4.73,0,2237.1539,22.6559,1.222,1.2209,1426.3147,213.0414,234.1128,1.4648,1.6096,1
2.5,371,9,4.73,0,2237.1637,22.656,1.222,1.221,1426.3968,213.0449,234.1157,1.4647,1.6096,1
2.5,372,9,4.73,0,2237.1734,22.656,1.2221,1.221,1426.4787,213.0484,234.1185,1.4646,1.6095,1
2.5,373,9,4.73,0,2237.1831,22.6561,1.2221,1.221,1426.5601,213.0519,234.1213,1.4646,1.6094,1
2.5,374,9,4.73,0,2237.1927,22.6561,1.2221,1.221,1426.6412,213.0553,234.1241,1.4645,1.6094,1
2.5,375,9,4.73,0,2237.2023,22.6562,1.2221,1.221,1426.7219,213.0588,234.1269,1.4645,1.6093,1
2.5,376,9,4.73,0,2237.2119,22.6562,1.2221,1.221,1426.8022,213.0622,234.1297,1.4644,1.6092,1
2.5,377,9,4.73,0,2237.2215,22.6563,1.2221,1.221,1426.8822,213.0656,234.1325,1.4644,1.6091,1
2.5,378,9,4.73,0,2237.2311,22.6563,1.2221,1.221,1426.9619,213.069,234.1353,1.4643,1.6091,1
2.5,379,9,4.73,0,2237.2406,22.6564,1.2221,1.221,1427.0412,213.0724,234.138,1.4642,1.609,1
2.5,380,9,4.73,0,2237.2501,22.6564,1.2221,1.221,1427.1201,213.0758,234.1408,1.4642,1.6089,1
2.5,381,9,4.73,0,2237.2596,22.6565,1.2221,1.221,1427.1987,213.0792,234.1435,1.4641,1.6089,1
2.5,382,9,4.73,0,2237.269,22.6566,1.2221,1.221,1427.277,213.0826,234.1463,1.4641,1.6088,1
2.5,383,9,4.73,0,2237.2784,22.6566,1.2221,1.221,1427.3549,213.0859,234.149,1.464,1.6087,1
2.5,384,9,4.73,0,2237.2878,22.6567,1.2221,1.221,1427.4325,213.0892,234.1517,1.464,1.6087,1
2.5,385,9,4.73,0,2237.2972,22.6567,1.2221,1.221,1427.5097,213.0925,234.1544,1.4639,1.6086,1
2.5,386,9,4.73,0,2237.3066,22.6568,1.2221,1.221,1427.5866,213.0958,234.1571,1.4638,1.6085,1
2.5,387,9,4.73,0,2237.3159,22.6568,1.2222,1.221,1427.6632,213.0991,234.1598,1.4638,1.6084,1
2.5,388,9,4.73,0,2237.3252,22.6569,1.2222,1.221,1427.7394,213.1024,234.1625,1.4637,1.6084,1
2.5,389,9,4.73,0,2237.3345,22.6569,1.2222,1.221,1427.8153,213.1057,234.1652,1.4637,1.6083,1
2.5,390,9,4.73,0,2237.3437,22.657,1.2222,1.221,1427.8909,213.109,234.1678,1.4636,1.6082,1
2.5,391,9,4.73,0,2237.353,22.657,1.2222,1.2211,1427.9661,213.1122,234.1705,1.4636,1.6082,1
2.5,392,9,4.73,0,2237.3622,22.6571,1.2222,1.2211,1428.041,213.1154,234.1731,1.4635,1.6081,1
2.5,393,9,4.73,0,2237.3714,22.6571,1.2222,1.2211,1428.1156,213.1187,234.1758,1.4635,1.608,1
2.5,394,9,4.73,0,2237.3805,22.6572,1.2222,1.2211,1428.1899,213.1219,234.1784,1.4634,1.608,1
2.5,395,9,4.73,0,2237.3897,22.6572,1.2222,1.2211,1428.2639,213.1251,234.181,1.4633,1.6079,1
2.5,396,9,4.73,0,2237.3988,22.6573,1.2222,1.2211,1428.3375,213.1282,234.1836,1.4633,1.6079,1
2.5,397,9,4.73,0,2237.4079,22.6573,1.2222,1.2211,1428.4108,213.1314,234.1863,1.4632,1.6078,1
2.5,398,9,4.73,0,2237.417,22.6574,1.2222,1.2211,1428.4838,213.1346,234.1889,1.4632,1.6077,1
2.5,399,9,4.73,0,2237.426,22.6574,1.2222,1.2211,1428.5565,213.1377,234.1914,1.4631,1.6077,1
2.5,400,9,4.73,0,2237.435,22.6575,1.2222,1.2211,1428.6289,213.1409,234.194,1.4631,1.6076,1
2.5,401,9,4.73,0,2237.444,22.6575,1.2222,1.2211,1428.701,213.144,234.1966,1.463,1.6075,1
2.5,402,9,4.73,0,2237.453,22.6576,1.2222,1.2211,1428.7727,213.1471,234.1992,1.463,1.6075,1
2.5,403,9,4.73,0,2237.462,22.6577,1.2223,1.2211,1428.8442,213.1502,234.2017,1.4629,1.6074,1
2.5,404,9,4.73,0,2237.4709,22.6577,1.2223,1.2211,1428.9154,213.1533,234.2043,1.4629,1.6073,1
2.5,405,9,4.73,0,2237.4799,22.6578,1.2223,1.2211,1428.9862,213.1564,234.2068,1.4628,1.6073,1
2.5,406,9,4.73,0,2237.4888,22.6578,1.2223,1.2211,1429.0568,213.1595,234.2094,1.4628,1.6072,1
2.5,407,9,4.73,0,2237.4976,22.6579,1.2223,1.2211,1429.127,213.1625,234.2119,1.4627,1.6072,1
2.5,408,9,4.73,0,2237.5065,22.6579,1.2223,1.2211,1429.197,213.1656,234.2144,1.4627,1.6071,1
2.5,409,9,4.73,0,2237.5153,22.658,1.2223,1.2211,1429.2667,213.1686,234.2169,1.4626,1.607,1
2.5,410,9,4.73,0,2237.5241,22.658,1.2223,1.2211,1429.336,213.1717,234.2194,1.4626,1.607,1
2.5,411,9,4.73,0,2237.5329,22.6581,1.2223,1.2211,1429.4051,213.1747,234.2219,1.4625,1.6069,1
2.5,412,9,4.73,0,2237.5417,22.6581,1.2223,1.2211,1429.4739,213.1777,234.2244,1.4625,1.6069,1
2.5,413,9,4.73,0,2237.5505,22.6582,1.2223,1.2211,1429.5424,213.1807,234.2269,1.4624,1.6068,1
2.5,414,9,4.73,0,2237.5592,22.6582,1.2223,1.2212,1429.6106,213.1837,234.2294,1.4624,1.6067,1
2.5,415,9,4.73,0,2237.5679,22.6583,1.2223,1.2212,1429.6786,213.1866,234.2318,1.4623,1.6067,1
2.5,416,9,4.73,0,2237.5766,22.6583,1.2223,1.2212,1429.7462,213.1896,234.2343,1.4623,1.6066,1
2.5,417,9,4.73,0,2237.5853,22.6584,1.2223,1.2212,1429.8136,213.1926,234.2368,1.4622,1.6066,1
2.5,418,9,4.73,0,2237.594,22.6584,1.2223,1.2212,1429.8807,213.1955,234.2392,1.4622,1.6065,1
2.5,419,9,4.73,0,2237.6026,22.6585,1.2223,1.2212,1429.9475,213.1984,234.2416,1.4621,1.6064,1
2.5,420,9,4.73,0,2237.6112,22.6585,1.2224,1.2212,1430.014,213.2014,234.2441,1.4621,1.6064,1
2.5,421,9,4.73,0,2237.6198,22.6586,1.2224,1.2212,1430.0803,213.2043,234.2465,1.462,1.6063,1
2.5,422,9,4.73,0,2237.6284,22.6586,1.2224,1.2212,1430.1463,213.2072,234.2489,1.462,1.6063,1
2.5,423,9,4.73,0,2237.637,22.6587,1.2224,1.2212,1430.212,213.2101,234.2513,1.4619,1.6062,1
2.5,424,9,4.73,0,2237.6455,22.6587,1.2224,1.2212,1430.2774,213.213,234.2537,1.4619,1.6062,1
2.5,425,9,4.73,0,2237.654,22.6588,1.2224,1.2212,1430.3426,213.2158,234.2561,1.4618,1.6061,1
2.5,426,9,4.73,0,2237.6625,22.6588,1.2224,1.2212,1430.4075,213.2187,234.2585,1.4618,1.606,1
2.5,427,9,4.73,0,2237.671,22.6589,1.2224,1.2212,1430.4721,213.2216,234.2609,1.4617,1.606,1
2.5,428,9,4.73,0,2237.6795,22.6589,1.2224,1.2212,1430.5365,213.2244,234.2633,1.4617,1.6059,1
2.5,429,9,4.73,0,2237.6879,22.659,1.2224,1.2212,1430.6006,213.2272,234.2656,1.4617,1.6059,1
2.5,430,9,4.73,0,2237.6964,22.659,1.2224,1.2212,1430.6644,213.2301,234.268,1.4616,1.6058,1
2.5,431,9,4.73,0,2237.7048,22.6591,1.2224,1.2212,1430.728,213.2329,234.2704,1.4616,1.6058,1
2.5,432,9,4.73,0,2237.7132,22.6591,1.2224,1.2212,1430.7913,213.2357,234.2727,1.4615,1.6057,1
